dt,xAcc_mma7455,yAcc_mma7455,zAcc_mma7455
2020-02-19T22:01:33.684262,38,7,69
2020-02-19T22:01:33.696883,39,6,68
2020-02-19T22:01:33.709563,37,7,68
2020-02-19T22:01:33.722217,37,6,67
2020-02-19T22:01:33.734881,38,6,69
2020-02-19T22:01:33.747507,38,5,68
2020-02-19T22:01:33.760170,38,6,67
2020-02-19T22:01:33.772781,38,6,68
2020-02-19T22:01:33.785439,39,6,66
2020-02-19T22:01:33.798065,38,5,69
2020-02-19T22:01:33.810855,38,6,69
2020-02-19T22:01:33.823511,39,5,69
2020-02-19T22:01:33.836172,37,7,68
2020-02-19T22:01:33.848764,38,6,67
2020-02-19T22:01:33.861698,38,6,67
2020-02-19T22:01:33.874297,39,5,66
2020-02-19T22:01:33.886953,38,5,68
2020-02-19T22:01:33.899595,38,5,67
2020-02-19T22:01:33.912230,39,5,67
2020-02-19T22:01:33.924873,40,6,68
2020-02-19T22:01:33.937556,40,6,67
2020-02-19T22:01:33.950195,38,5,67
2020-02-19T22:01:33.962843,39,7,68
2020-02-19T22:01:33.975460,38,5,67
2020-02-19T22:01:33.988106,39,7,66
2020-02-19T22:01:34.000755,39,6,69
2020-02-19T22:01:34.013402,38,5,68
2020-02-19T22:01:34.026024,39,6,68
2020-02-19T22:01:34.038671,38,6,67
2020-02-19T22:01:34.051591,39,5,66
2020-02-19T22:01:34.064198,38,6,68
2020-02-19T22:01:34.076817,39,6,67
2020-02-19T22:01:34.089478,38,6,67
2020-02-19T22:01:34.102148,39,6,69
2020-02-19T22:01:34.114797,38,6,67
2020-02-19T22:01:34.127425,39,5,68
2020-02-19T22:01:34.140183,39,6,68
2020-02-19T22:01:34.152861,40,5,68
2020-02-19T22:01:34.165510,38,5,68
2020-02-19T22:01:34.178112,37,5,68
2020-02-19T22:01:34.191748,39,6,68
2020-02-19T22:01:34.204397,39,6,69
2020-02-19T22:01:34.217059,38,6,67
2020-02-19T22:01:34.229706,39,7,69
2020-02-19T22:01:34.242372,37,6,68
2020-02-19T22:01:34.254984,40,6,68
2020-02-19T22:01:34.267648,38,7,67
2020-02-19T22:01:34.280303,40,5,67
2020-02-19T22:01:34.292958,38,5,68
2020-02-19T22:01:34.305563,40,5,67
2020-02-19T22:01:34.318217,40,6,68
2020-02-19T22:01:34.331120,37,6,68
2020-02-19T22:01:34.343784,38,6,68
2020-02-19T22:01:34.356381,38,7,67
2020-02-19T22:01:34.369350,39,6,69
2020-02-19T22:01:34.382042,38,6,67
2020-02-19T22:01:34.394683,39,5,67
2020-02-19T22:01:34.407287,39,5,68
2020-02-19T22:01:34.419968,37,5,69
2020-02-19T22:01:34.432660,38,6,68
2020-02-19T22:01:34.445310,39,6,67
2020-02-19T22:01:34.457907,38,8,68
2020-02-19T22:01:34.470759,39,6,67
2020-02-19T22:01:34.483401,37,6,68
2020-02-19T22:01:34.496061,38,7,67
2020-02-19T22:01:34.508673,37,5,68
2020-02-19T22:01:34.521440,39,6,67
2020-02-19T22:01:34.534068,37,6,68
2020-02-19T22:01:34.546728,40,5,67
2020-02-19T22:01:34.559367,38,5,67
2020-02-19T22:01:34.571964,39,6,69
2020-02-19T22:01:34.584598,38,6,68
2020-02-19T22:01:34.597352,39,5,66
2020-02-19T22:01:34.609995,37,5,68
2020-02-19T22:01:34.622632,38,7,68
2020-02-19T22:01:34.635267,38,5,68
2020-02-19T22:01:34.647917,39,6,68
2020-02-19T22:01:34.660528,38,6,68
2020-02-19T22:01:34.673172,38,7,68
2020-02-19T22:01:34.685758,38,6,68
2020-02-19T22:01:34.698375,39,5,68
2020-02-19T22:01:34.711326,39,5,69
2020-02-19T22:01:34.723969,39,5,68
2020-02-19T22:01:34.736594,38,6,67
2020-02-19T22:01:34.749333,37,6,68
2020-02-19T22:01:34.761985,38,6,69
2020-02-19T22:01:34.774572,38,6,68
2020-02-19T22:01:34.787195,38,6,68
2020-02-19T22:01:34.799820,38,6,68
2020-02-19T22:01:34.812585,39,6,68
2020-02-19T22:01:34.825236,37,5,68
2020-02-19T22:01:34.837865,38,7,67
2020-02-19T22:01:34.850559,38,5,68
2020-02-19T22:01:34.863227,39,5,67
2020-02-19T22:01:34.875874,38,6,69
2020-02-19T22:01:34.888503,39,6,67
2020-02-19T22:01:34.901250,39,6,67
2020-02-19T22:01:34.913877,38,5,68
2020-02-19T22:01:34.926536,38,6,68
2020-02-19T22:01:34.939249,39,6,68
2020-02-19T22:01:34.951917,39,6,68
2020-02-19T22:01:34.964527,38,5,67
2020-02-19T22:01:34.977178,37,6,68
2020-02-19T22:01:34.989811,39,5,66
2020-02-19T22:01:35.002472,39,6,68
2020-02-19T22:01:35.015078,40,6,67
2020-02-19T22:01:35.027693,37,6,69
2020-02-19T22:01:35.040343,37,5,68
2020-02-19T22:01:35.052953,38,7,66
2020-02-19T22:01:35.065576,37,6,66
2020-02-19T22:01:35.078224,39,6,67
2020-02-19T22:01:35.091111,38,7,68
2020-02-19T22:01:35.103776,38,6,67
2020-02-19T22:01:35.116401,39,7,68
2020-02-19T22:01:35.129244,38,6,67
2020-02-19T22:01:35.141917,38,7,66
2020-02-19T22:01:35.154596,39,6,66
2020-02-19T22:01:35.167215,38,5,69
2020-02-19T22:01:35.179881,38,6,69
2020-02-19T22:01:35.192542,38,6,68
2020-02-19T22:01:35.205191,38,6,68
2020-02-19T22:01:35.217802,38,4,68
2020-02-19T22:01:35.230467,39,5,67
2020-02-19T22:01:35.243149,38,6,68
2020-02-19T22:01:35.255807,38,5,68
2020-02-19T22:01:35.268403,39,6,67
2020-02-19T22:01:35.282086,39,6,68
2020-02-19T22:01:35.294735,37,6,67
2020-02-19T22:01:35.307379,38,7,66
2020-02-19T22:01:35.319991,38,6,69
2020-02-19T22:01:35.332662,37,8,68
2020-02-19T22:01:35.345283,39,5,66
2020-02-19T22:01:35.357922,38,5,69
2020-02-19T22:01:35.370545,39,6,67
2020-02-19T22:01:35.383209,38,7,69
2020-02-19T22:01:35.395823,37,5,67
2020-02-19T22:01:35.408461,38,5,68
2020-02-19T22:01:35.421394,39,6,68
2020-02-19T22:01:35.434058,40,6,67
2020-02-19T22:01:35.446671,39,5,67
2020-02-19T22:01:35.459340,38,6,68
2020-02-19T22:01:35.472104,39,6,68
2020-02-19T22:01:35.484774,39,7,68
2020-02-19T22:01:35.497382,38,5,67
2020-02-19T22:01:35.510033,38,4,69
2020-02-19T22:01:35.522630,38,7,67
2020-02-19T22:01:35.535238,38,5,69
2020-02-19T22:01:35.547876,38,6,68
2020-02-19T22:01:35.560546,38,6,66
2020-02-19T22:01:35.573200,39,6,70
2020-02-19T22:01:35.585859,38,6,68
2020-02-19T22:01:35.598474,38,6,68
2020-02-19T22:01:35.611214,39,5,67
2020-02-19T22:01:35.623821,39,5,68
2020-02-19T22:01:35.636492,38,6,68
2020-02-19T22:01:35.649200,37,5,68
2020-02-19T22:01:35.661851,39,6,68
2020-02-19T22:01:35.674445,38,7,69
2020-02-19T22:01:35.687050,39,5,67
2020-02-19T22:01:35.699719,39,6,68
2020-02-19T22:01:35.712387,41,6,68
2020-02-19T22:01:35.724987,38,6,68
2020-02-19T22:01:35.737664,39,6,67
2020-02-19T22:01:35.750327,37,6,67
2020-02-19T22:01:35.762981,39,7,68
2020-02-19T22:01:35.775579,39,7,67
2020-02-19T22:01:35.788238,38,5,67
2020-02-19T22:01:35.801145,38,5,68
2020-02-19T22:01:35.813788,40,6,69
2020-02-19T22:01:35.826385,39,6,68
2020-02-19T22:01:35.839253,39,6,67
2020-02-19T22:01:35.851945,37,6,68
2020-02-19T22:01:35.864587,38,5,67
2020-02-19T22:01:35.877203,39,5,67
2020-02-19T22:01:35.889885,40,6,68
2020-02-19T22:01:35.902562,38,6,67
2020-02-19T22:01:35.915300,37,4,68
2020-02-19T22:01:35.927918,39,7,68
2020-02-19T22:01:35.940771,40,6,69
2020-02-19T22:01:35.953413,38,5,66
2020-02-19T22:01:35.966065,39,5,66
2020-02-19T22:01:35.978682,39,6,68
2020-02-19T22:01:35.991473,38,5,67
2020-02-19T22:01:36.004092,39,7,68
2020-02-19T22:01:36.016754,38,7,68
2020-02-19T22:01:36.029399,39,5,66
2020-02-19T22:01:36.042051,40,5,67
2020-02-19T22:01:36.054672,39,5,68
2020-02-19T22:01:36.067330,39,5,68
2020-02-19T22:01:36.079963,38,5,69
2020-02-19T22:01:36.092619,38,6,67
2020-02-19T22:01:36.105273,39,7,67
2020-02-19T22:01:36.117936,40,6,67
2020-02-19T22:01:36.130554,38,4,68
2020-02-19T22:01:36.143216,39,5,69
2020-02-19T22:01:36.155810,38,6,68
2020-02-19T22:01:36.168431,38,7,68
2020-02-19T22:01:36.181378,40,4,68
2020-02-19T22:01:36.194028,38,5,68
2020-02-19T22:01:36.206644,39,5,67
2020-02-19T22:01:36.219344,38,6,68
2020-02-19T22:01:36.232018,39,5,68
2020-02-19T22:01:36.244695,39,4,69
2020-02-19T22:01:36.257304,39,5,67
2020-02-19T22:01:36.269988,38,6,67
2020-02-19T22:01:36.282645,39,5,67
2020-02-19T22:01:36.295285,39,4,67
2020-02-19T22:01:36.307891,39,5,69
2020-02-19T22:01:36.320584,38,7,67
2020-02-19T22:01:36.333258,37,6,68
2020-02-19T22:01:36.345926,39,6,68
2020-02-19T22:01:36.358541,37,4,65
2020-02-19T22:01:36.372120,38,6,67
2020-02-19T22:01:36.384778,39,6,67
2020-02-19T22:01:36.397425,39,6,68
2020-02-19T22:01:36.410059,39,5,69
2020-02-19T22:01:36.422719,40,7,66
2020-02-19T22:01:36.435338,38,6,67
2020-02-19T22:01:36.447998,39,5,66
2020-02-19T22:01:36.460714,40,5,67
2020-02-19T22:01:36.473374,38,5,69
2020-02-19T22:01:36.485997,37,7,70
2020-02-19T22:01:36.498648,38,7,68
2020-02-19T22:01:36.511571,38,5,66
2020-02-19T22:01:36.524169,38,4,67
2020-02-19T22:01:36.536801,39,6,67
2020-02-19T22:01:36.549493,40,8,66
2020-02-19T22:01:36.562158,38,7,69
2020-02-19T22:01:36.574879,38,5,69
2020-02-19T22:01:36.587523,38,5,68
2020-02-19T22:01:36.600202,39,7,66
2020-02-19T22:01:36.612874,38,7,66
2020-02-19T22:01:36.625505,39,4,67
2020-02-19T22:01:36.638136,39,6,67
2020-02-19T22:01:36.651012,37,6,68
2020-02-19T22:01:36.663637,38,8,69
2020-02-19T22:01:36.676281,39,7,67
2020-02-19T22:01:36.688903,39,5,68
2020-02-19T22:01:36.701688,39,2,68
2020-02-19T22:01:36.714300,39,5,68
2020-02-19T22:01:36.726951,38,8,66
2020-02-19T22:01:36.739608,37,8,69
2020-02-19T22:01:36.752276,39,5,69
2020-02-19T22:01:36.764855,40,5,67
2020-02-19T22:01:36.777450,39,4,67
2020-02-19T22:01:36.790157,38,5,66
2020-02-19T22:01:36.802812,37,9,68
2020-02-19T22:01:36.815427,38,8,67
2020-02-19T22:01:36.828080,39,4,68
2020-02-19T22:01:36.840793,40,2,68
2020-02-19T22:01:36.853468,38,7,65
2020-02-19T22:01:36.866079,38,9,65
2020-02-19T22:01:36.878732,39,8,67
2020-02-19T22:01:36.891626,38,4,67
2020-02-19T22:01:36.904281,37,4,67
2020-02-19T22:01:36.916903,38,4,68
2020-02-19T22:01:36.929575,38,7,69
2020-02-19T22:01:36.942246,38,8,66
2020-02-19T22:01:36.954918,37,5,67
2020-02-19T22:01:36.967536,40,1,67
2020-02-19T22:01:36.980203,38,5,69
2020-02-19T22:01:36.992847,39,9,68
2020-02-19T22:01:37.005427,38,6,68
2020-02-19T22:01:37.018118,39,4,68
2020-02-19T22:01:37.030747,38,5,67
2020-02-19T22:01:37.043365,38,5,67
2020-02-19T22:01:37.056036,40,7,67
2020-02-19T22:01:37.068670,38,8,68
2020-02-19T22:01:37.081450,38,6,68
2020-02-19T22:01:37.094051,38,4,67
2020-02-19T22:01:37.106698,38,6,67
2020-02-19T22:01:37.119343,40,7,65
2020-02-19T22:01:37.131985,39,6,66
2020-02-19T22:01:37.144597,37,3,68
2020-02-19T22:01:37.157262,39,4,68
2020-02-19T22:01:37.169895,39,9,68
2020-02-19T22:01:37.182544,38,7,68
2020-02-19T22:01:37.195191,39,4,68
2020-02-19T22:01:37.207833,37,5,66
2020-02-19T22:01:37.220459,38,5,66
2020-02-19T22:01:37.233205,39,6,69
2020-02-19T22:01:37.245842,37,7,69
2020-02-19T22:01:37.258486,37,7,66
2020-02-19T22:01:37.271393,39,4,68
2020-02-19T22:01:37.284044,40,5,67
2020-02-19T22:01:37.296674,38,6,67
2020-02-19T22:01:37.309341,38,7,67
2020-02-19T22:01:37.322021,37,5,69
2020-02-19T22:01:37.334691,38,7,68
2020-02-19T22:01:37.347321,39,7,67
2020-02-19T22:01:37.359987,39,5,68
2020-02-19T22:01:37.372654,38,3,69
2020-02-19T22:01:37.385301,38,8,68
2020-02-19T22:01:37.397909,39,8,66
2020-02-19T22:01:37.410573,41,-4,49
2020-02-19T22:01:37.423207,41,5,52
2020-02-19T22:01:37.435863,35,12,76
2020-02-19T22:01:37.448485,34,9,84
2020-02-19T22:01:37.462189,37,4,82
2020-02-19T22:01:37.474828,41,6,62
2020-02-19T22:01:37.487494,42,7,54
2020-02-19T22:01:37.500139,37,4,59
2020-02-19T22:01:37.512791,36,4,65
2020-02-19T22:01:37.525395,38,4,65
2020-02-19T22:01:37.538045,40,7,64
2020-02-19T22:01:37.550761,41,6,65
2020-02-19T22:01:37.563424,38,9,63
2020-02-19T22:01:37.576029,36,13,63
2020-02-19T22:01:37.588679,39,18,54
2020-02-19T22:01:37.601620,41,25,51
2020-02-19T22:01:37.614276,38,14,59
2020-02-19T22:01:37.626848,35,8,64
2020-02-19T22:01:37.639490,36,5,74
2020-02-19T22:01:37.652190,37,4,75
2020-02-19T22:01:37.664832,36,5,71
2020-02-19T22:01:37.677532,34,8,66
2020-02-19T22:01:37.690231,36,8,64
2020-02-19T22:01:37.702923,39,7,65
2020-02-19T22:01:37.715564,39,5,66
2020-02-19T22:01:37.728159,36,1,67
2020-02-19T22:01:37.740799,34,-2,67
2020-02-19T22:01:37.753447,35,-1,68
2020-02-19T22:01:37.766118,36,2,67
2020-02-19T22:01:37.778739,35,5,68
2020-02-19T22:01:37.791543,35,7,70
2020-02-19T22:01:37.804169,36,5,71
2020-02-19T22:01:37.816824,35,2,71
2020-02-19T22:01:37.829467,33,2,71
2020-02-19T22:01:37.842046,32,3,71
2020-02-19T22:01:37.854699,34,1,71
2020-02-19T22:01:37.867361,34,1,72
2020-02-19T22:01:37.879994,34,3,71
2020-02-19T22:01:37.892722,34,4,72
2020-02-19T22:01:37.905353,33,6,72
2020-02-19T22:01:37.918013,34,4,76
2020-02-19T22:01:37.930729,31,-1,76
2020-02-19T22:01:37.943406,31,-3,75
2020-02-19T22:01:37.956045,33,-3,75
2020-02-19T22:01:37.968720,35,-2,76
2020-02-19T22:01:37.981634,33,0,72
2020-02-19T22:01:37.994277,31,2,75
2020-02-19T22:01:38.006898,30,3,75
2020-02-19T22:01:38.019604,32,-1,78
2020-02-19T22:01:38.032277,31,-1,76
2020-02-19T22:01:38.044949,32,-1,76
2020-02-19T22:01:38.057599,31,1,74
2020-02-19T22:01:38.070286,32,3,74
2020-02-19T22:01:38.082927,33,3,74
2020-02-19T22:01:38.095509,32,2,72
2020-02-19T22:01:38.108137,29,0,71
2020-02-19T22:01:38.120871,33,-3,70
2020-02-19T22:01:38.133507,31,12,66
2020-02-19T22:01:38.146200,32,-9,72
2020-02-19T22:01:38.158845,28,-5,73
2020-02-19T22:01:38.171643,30,-3,70
2020-02-19T22:01:38.184273,35,-3,74
2020-02-19T22:01:38.196942,31,-5,75
2020-02-19T22:01:38.209584,30,-8,75
2020-02-19T22:01:38.222265,29,-8,70
2020-02-19T22:01:38.234893,30,-6,67
2020-02-19T22:01:38.247574,30,-2,69
2020-02-19T22:01:38.260174,28,-2,67
2020-02-19T22:01:38.272800,29,2,70
2020-02-19T22:01:38.285453,29,5,74
2020-02-19T22:01:38.298107,29,4,78
2020-02-19T22:01:38.310737,26,1,79
2020-02-19T22:01:38.323406,27,-1,77
2020-02-19T22:01:38.336047,31,-4,73
2020-02-19T22:01:38.348724,34,6,73
2020-02-19T22:01:38.361639,27,-6,73
2020-02-19T22:01:38.374314,25,-4,73
2020-02-19T22:01:38.386956,25,-2,73
2020-02-19T22:01:38.399623,27,0,73
2020-02-19T22:01:38.412277,27,3,75
2020-02-19T22:01:38.424961,21,-1,77
2020-02-19T22:01:38.437598,21,-3,76
2020-02-19T22:01:38.450273,25,0,75
2020-02-19T22:01:38.462933,27,4,75
2020-02-19T22:01:38.475520,25,0,80
2020-02-19T22:01:38.488145,24,0,78
2020-02-19T22:01:38.500771,26,1,77
2020-02-19T22:01:38.513363,25,1,78
2020-02-19T22:01:38.525978,23,-1,77
2020-02-19T22:01:38.543426,21,-3,78
2020-02-19T22:01:38.556098,23,1,78
2020-02-19T22:01:38.568756,24,3,80
2020-02-19T22:01:38.581679,23,4,80
2020-02-19T22:01:38.594318,23,5,82
2020-02-19T22:01:38.606941,24,5,81
2020-02-19T22:01:38.619610,25,2,79
2020-02-19T22:01:38.632233,24,2,79
2020-02-19T22:01:38.644873,23,0,76
2020-02-19T22:01:38.657515,23,-1,76
2020-02-19T22:01:38.670192,26,0,74
2020-02-19T22:01:38.682812,26,1,73
2020-02-19T22:01:38.696558,25,0,70
2020-02-19T22:01:38.709327,25,1,70
2020-02-19T22:01:38.722009,25,0,70
2020-02-19T22:01:38.734614,24,0,72
2020-02-19T22:01:38.747270,25,-1,70
2020-02-19T22:01:38.759906,26,0,68
2020-02-19T22:01:38.772519,27,0,68
2020-02-19T22:01:38.785148,27,0,66
2020-02-19T22:01:38.797735,26,0,65
2020-02-19T22:01:38.810384,26,-3,68
2020-02-19T22:01:38.823063,26,-4,70
2020-02-19T22:01:38.835688,28,-5,71
2020-02-19T22:01:38.848366,27,-4,72
2020-02-19T22:01:38.861328,25,-4,76
2020-02-19T22:01:38.873994,26,-5,77
2020-02-19T22:01:38.886586,25,-3,78
2020-02-19T22:01:38.899332,25,-6,77
2020-02-19T22:01:38.912000,26,-6,76
2020-02-19T22:01:38.924756,25,-7,75
2020-02-19T22:01:38.937410,25,-6,78
2020-02-19T22:01:38.950086,26,-7,76
2020-02-19T22:01:38.962715,27,-7,76
2020-02-19T22:01:38.975387,25,-10,75
2020-02-19T22:01:38.988021,25,-11,74
2020-02-19T22:01:39.000843,25,-10,76
2020-02-19T22:01:39.013522,23,-14,76
2020-02-19T22:01:39.026160,24,-8,76
2020-02-19T22:01:39.038799,26,-5,75
2020-02-19T22:01:39.051624,27,-5,74
2020-02-19T22:01:39.064240,31,-6,75
2020-02-19T22:01:39.076852,30,-8,75
2020-02-19T22:01:39.089508,28,-12,72
2020-02-19T22:01:39.102114,25,-15,72
2020-02-19T22:01:39.114745,25,-13,72
2020-02-19T22:01:39.127400,23,-14,72
2020-02-19T22:01:39.140158,25,-12,72
2020-02-19T22:01:39.152850,28,-12,72
2020-02-19T22:01:39.165476,28,-11,72
2020-02-19T22:01:39.178134,26,-10,73
2020-02-19T22:01:39.190793,27,-15,72
2020-02-19T22:01:39.203471,24,-11,74
2020-02-19T22:01:39.216100,24,-12,75
2020-02-19T22:01:39.228747,26,-14,73
2020-02-19T22:01:39.241682,28,-13,73
2020-02-19T22:01:39.254362,28,-13,71
2020-02-19T22:01:39.266960,26,-13,72
2020-02-19T22:01:39.279585,27,-13,73
2020-02-19T22:01:39.292271,27,-12,73
2020-02-19T22:01:39.304943,26,-14,71
2020-02-19T22:01:39.317569,27,-12,71
2020-02-19T22:01:39.330254,26,-11,70
2020-02-19T22:01:39.342944,26,-14,72
2020-02-19T22:01:39.355619,26,-18,71
2020-02-19T22:01:39.368383,25,-21,73
2020-02-19T22:01:39.381205,25,-18,77
2020-02-19T22:01:39.393824,25,-16,77
2020-02-19T22:01:39.406493,25,-16,78
2020-02-19T22:01:39.419211,26,-15,76
2020-02-19T22:01:39.431878,27,-20,74
2020-02-19T22:01:39.444498,24,-21,75
2020-02-19T22:01:39.457185,25,-17,73
2020-02-19T22:01:39.469841,24,-17,74
2020-02-19T22:01:39.482503,25,-15,75
2020-02-19T22:01:39.495118,27,-14,74
2020-02-19T22:01:39.507808,24,-17,74
2020-02-19T22:01:39.520426,25,-23,70
2020-02-19T22:01:39.533091,26,-21,71
2020-02-19T22:01:39.545699,24,-18,73
2020-02-19T22:01:39.558388,25,-15,74
2020-02-19T22:01:39.571859,26,-20,74
2020-02-19T22:01:39.584578,26,-20,72
2020-02-19T22:01:39.597236,25,-21,75
2020-02-19T22:01:39.609945,25,-22,73
2020-02-19T22:01:39.623469,25,-18,74
2020-02-19T22:01:39.636161,25,-16,76
2020-02-19T22:01:39.648790,25,-16,74
2020-02-19T22:01:39.661599,24,-16,74
2020-02-19T22:01:39.674233,24,-20,75
2020-02-19T22:01:39.686917,25,-22,73
2020-02-19T22:01:39.699564,23,-20,66
2020-02-19T22:01:39.712228,24,-20,67
2020-02-19T22:01:39.724841,22,-20,70
2020-02-19T22:01:39.737488,25,-21,72
2020-02-19T22:01:39.750134,24,-18,72
2020-02-19T22:01:39.762906,23,-20,73
2020-02-19T22:01:39.775564,24,-19,73
2020-02-19T22:01:39.788252,23,-19,77
2020-02-19T22:01:39.801180,24,-23,81
2020-02-19T22:01:39.813835,23,-15,80
2020-02-19T22:01:39.826475,24,-15,78
2020-02-19T22:01:39.839299,24,-13,76
2020-02-19T22:01:39.851954,22,-16,78
2020-02-19T22:01:39.864654,21,-19,80
2020-02-19T22:01:39.877277,21,-17,76
2020-02-19T22:01:39.889991,24,-16,78
2020-02-19T22:01:39.902694,25,-12,80
2020-02-19T22:01:39.915353,23,-8,81
2020-02-19T22:01:39.927982,24,-6,81
2020-02-19T22:01:39.940909,24,1,77
2020-02-19T22:01:39.953611,24,-3,76
2020-02-19T22:01:39.966273,24,2,72
2020-02-19T22:01:39.978875,24,3,72
2020-02-19T22:01:39.991668,26,4,73
2020-02-19T22:01:40.004292,25,3,80
2020-02-19T22:01:40.016948,26,1,77
2020-02-19T22:01:40.029584,16,1,79
2020-02-19T22:01:40.042240,18,0,81
2020-02-19T22:01:40.054870,22,3,80
2020-02-19T22:01:40.067529,25,3,75
2020-02-19T22:01:40.080159,24,2,77
2020-02-19T22:01:40.092826,26,-2,77
2020-02-19T22:01:40.105479,16,-1,84
2020-02-19T22:01:40.118144,19,-8,86
2020-02-19T22:01:40.130797,21,-8,85
2020-02-19T22:01:40.143468,22,-13,76
2020-02-19T22:01:40.156131,24,-11,80
2020-02-19T22:01:40.168798,19,-12,81
2020-02-19T22:01:40.181749,24,-10,82
2020-02-19T22:01:40.194403,22,-11,83
2020-02-19T22:01:40.207059,17,-11,83
2020-02-19T22:01:40.219761,17,-11,82
2020-02-19T22:01:40.232446,22,-13,82
2020-02-19T22:01:40.245099,21,-13,81
2020-02-19T22:01:40.257752,18,-13,79
2020-02-19T22:01:40.270444,17,-14,77
2020-02-19T22:01:40.283125,18,-18,76
2020-02-19T22:01:40.295778,20,-18,78
2020-02-19T22:01:40.308423,20,-16,77
2020-02-19T22:01:40.321255,18,-16,78
2020-02-19T22:01:40.333884,19,-16,80
2020-02-19T22:01:40.346534,19,-17,81
2020-02-19T22:01:40.359367,18,-16,80
2020-02-19T22:01:40.372058,17,-16,79
2020-02-19T22:01:40.384688,18,-17,82
2020-02-19T22:01:40.397348,18,-16,82
2020-02-19T22:01:40.410011,18,-14,84
2020-02-19T22:01:40.422691,17,-13,86
2020-02-19T22:01:40.435413,19,-14,82
2020-02-19T22:01:40.448113,17,-17,83
2020-02-19T22:01:40.460787,17,-17,83
2020-02-19T22:01:40.473467,16,-15,82
2020-02-19T22:01:40.486107,20,-14,82
2020-02-19T22:01:40.498768,19,-13,83
2020-02-19T22:01:40.511673,20,-14,82
2020-02-19T22:01:40.524307,18,-11,83
2020-02-19T22:01:40.536949,20,-12,80
2020-02-19T22:01:40.549635,20,-10,77
2020-02-19T22:01:40.562301,21,-10,75
2020-02-19T22:01:40.575357,20,-10,71
2020-02-19T22:01:40.588058,20,-11,69
2020-02-19T22:01:40.600964,22,-14,69
2020-02-19T22:01:40.613574,23,-14,73
2020-02-19T22:01:40.626229,22,-13,74
2020-02-19T22:01:40.638911,22,-8,71
2020-02-19T22:01:40.651822,23,-8,68
2020-02-19T22:01:40.664486,24,-8,66
2020-02-19T22:01:40.677131,24,-8,64
2020-02-19T22:01:40.690860,24,-10,65
2020-02-19T22:01:40.703553,24,-14,68
2020-02-19T22:01:40.716221,24,-16,68
2020-02-19T22:01:40.728839,28,-14,67
2020-02-19T22:01:40.741649,27,-11,68
2020-02-19T22:01:40.754280,26,-8,68
2020-02-19T22:01:40.766961,26,-9,68
2020-02-19T22:01:40.779565,26,-10,69
2020-02-19T22:01:40.792249,28,-9,68
2020-02-19T22:01:40.804855,28,-12,69
2020-02-19T22:01:40.817504,29,-10,72
2020-02-19T22:01:40.830164,27,-5,74
2020-02-19T22:01:40.842837,27,-3,75
2020-02-19T22:01:40.855468,28,-6,75
2020-02-19T22:01:40.868156,26,-8,75
2020-02-19T22:01:40.880796,27,-4,88
2020-02-19T22:01:40.893472,27,-5,85
2020-02-19T22:01:40.906108,25,-2,80
2020-02-19T22:01:40.918767,29,-1,77
2020-02-19T22:01:40.931680,29,-3,76
2020-02-19T22:01:40.944349,30,-4,75
2020-02-19T22:01:40.956988,30,-7,76
2020-02-19T22:01:40.969681,30,-9,77
2020-02-19T22:01:40.982348,29,-7,75
2020-02-19T22:01:40.994944,30,-5,71
2020-02-19T22:01:41.007595,31,-6,72
2020-02-19T22:01:41.020296,35,-4,74
2020-02-19T22:01:41.033063,33,-4,74
2020-02-19T22:01:41.045728,31,-2,72
2020-02-19T22:01:41.058379,34,-4,73
2020-02-19T22:01:41.071215,36,-3,72
2020-02-19T22:01:41.083849,35,-4,70
2020-02-19T22:01:41.096506,34,-4,71
2020-02-19T22:01:41.109231,34,-5,72
2020-02-19T22:01:41.121907,37,-3,71
2020-02-19T22:01:41.134534,37,-2,70
2020-02-19T22:01:41.147192,36,-4,69
2020-02-19T22:01:41.159852,39,-3,71
2020-02-19T22:01:41.172539,38,-6,70
2020-02-19T22:01:41.185165,37,-5,67
2020-02-19T22:01:41.197824,40,-6,68
2020-02-19T22:01:41.210472,37,-4,67
2020-02-19T22:01:41.223153,37,-9,73
2020-02-19T22:01:41.235771,38,-8,71
2020-02-19T22:01:41.248517,41,-6,69
2020-02-19T22:01:41.261478,42,-7,69
2020-02-19T22:01:41.274123,40,-6,63
2020-02-19T22:01:41.286749,41,-7,63
2020-02-19T22:01:41.299449,42,-10,64
2020-02-19T22:01:41.312132,44,-11,62
2020-02-19T22:01:41.324793,42,-12,61
2020-02-19T22:01:41.337425,43,-12,64
2020-02-19T22:01:41.350113,43,-9,65
2020-02-19T22:01:41.362783,43,-7,64
2020-02-19T22:01:41.375456,43,-6,66
2020-02-19T22:01:41.388094,43,-5,67
2020-02-19T22:01:41.400734,44,-2,68
2020-02-19T22:01:41.413352,42,-4,66
2020-02-19T22:01:41.426020,42,0,65
2020-02-19T22:01:41.438629,43,2,66
2020-02-19T22:01:41.451419,43,0,63
2020-02-19T22:01:41.464038,42,-1,66
2020-02-19T22:01:41.476806,42,-1,66
2020-02-19T22:01:41.489462,44,1,66
2020-02-19T22:01:41.502110,44,4,64
2020-02-19T22:01:41.514701,43,5,66
2020-02-19T22:01:41.527321,41,4,67
2020-02-19T22:01:41.539957,42,2,68
2020-02-19T22:01:41.552603,42,2,67
2020-02-19T22:01:41.565212,42,1,67
2020-02-19T22:01:41.577870,43,3,65
2020-02-19T22:01:41.590516,42,2,65
