dt,xAcc_mma7455,yAcc_mma7455,zAcc_mma7455
2020-02-19T22:03:26.181468,39,5,67
2020-02-19T22:03:26.194168,39,5,67
2020-02-19T22:03:26.206822,39,5,68
2020-02-19T22:03:26.219542,39,5,68
2020-02-19T22:03:26.232255,39,5,68
2020-02-19T22:03:26.244941,40,5,67
2020-02-19T22:03:26.257595,40,4,68
2020-02-19T22:03:26.270314,38,5,68
2020-02-19T22:03:26.283006,40,5,67
2020-02-19T22:03:26.295687,40,5,68
2020-02-19T22:03:26.308337,40,4,68
2020-02-19T22:03:26.321189,40,5,68
2020-02-19T22:03:26.333843,40,5,67
2020-02-19T22:03:26.346545,40,4,68
2020-02-19T22:03:26.359225,39,4,68
2020-02-19T22:03:26.371910,38,5,67
2020-02-19T22:03:26.384549,40,6,69
2020-02-19T22:03:26.397246,39,5,67
2020-02-19T22:03:26.409896,40,4,68
2020-02-19T22:03:26.422696,39,5,67
2020-02-19T22:03:26.435348,39,4,67
2020-02-19T22:03:26.448047,39,5,66
2020-02-19T22:03:26.460790,40,3,68
2020-02-19T22:03:26.473473,40,3,67
2020-02-19T22:03:26.486103,39,4,66
2020-02-19T22:03:26.498796,40,5,67
2020-02-19T22:03:26.511744,40,3,69
2020-02-19T22:03:26.524394,39,4,67
2020-02-19T22:03:26.537057,39,5,69
2020-02-19T22:03:26.549764,40,5,67
2020-02-19T22:03:26.562454,39,4,68
2020-02-19T22:03:26.575072,39,5,67
2020-02-19T22:03:26.587731,40,4,68
2020-02-19T22:03:26.600427,38,6,68
2020-02-19T22:03:26.613116,40,5,67
2020-02-19T22:03:26.625749,38,6,67
2020-02-19T22:03:26.638513,40,4,68
2020-02-19T22:03:26.651340,40,5,67
2020-02-19T22:03:26.664005,39,5,67
2020-02-19T22:03:26.676701,39,4,68
2020-02-19T22:03:26.689369,38,5,67
2020-02-19T22:03:26.702048,40,4,67
2020-02-19T22:03:26.714711,38,3,67
2020-02-19T22:03:26.727414,39,4,67
2020-02-19T22:03:26.740102,40,4,67
2020-02-19T22:03:26.752776,39,4,68
2020-02-19T22:03:26.765404,40,4,67
2020-02-19T22:03:26.778059,39,4,69
2020-02-19T22:03:26.790791,39,5,68
2020-02-19T22:03:26.803468,39,5,67
2020-02-19T22:03:26.816119,39,4,68
2020-02-19T22:03:26.828820,39,4,68
2020-02-19T22:03:26.841856,39,5,68
2020-02-19T22:03:26.854638,38,4,67
2020-02-19T22:03:26.867281,41,5,69
2020-02-19T22:03:26.879986,39,4,68
2020-02-19T22:03:26.892647,40,4,67
2020-02-19T22:03:26.905484,41,5,68
2020-02-19T22:03:26.918133,40,6,68
2020-02-19T22:03:26.930811,39,5,68
2020-02-19T22:03:26.943478,39,4,68
2020-02-19T22:03:26.956164,39,4,68
2020-02-19T22:03:26.968803,39,5,67
2020-02-19T22:03:26.981663,39,4,68
2020-02-19T22:03:26.994329,39,4,67
2020-02-19T22:03:27.007002,40,5,67
2020-02-19T22:03:27.019628,37,4,67
2020-02-19T22:03:27.032336,39,5,67
2020-02-19T22:03:27.045010,40,5,67
2020-02-19T22:03:27.057688,37,4,66
2020-02-19T22:03:27.070449,39,4,67
2020-02-19T22:03:27.083150,40,4,66
2020-02-19T22:03:27.095807,40,4,67
2020-02-19T22:03:27.108494,39,5,66
2020-02-19T22:03:27.121493,39,4,68
2020-02-19T22:03:27.134188,41,4,66
2020-02-19T22:03:27.146848,40,4,67
2020-02-19T22:03:27.159556,39,5,67
2020-02-19T22:03:27.172258,39,4,68
2020-02-19T22:03:27.184926,38,3,67
2020-02-19T22:03:27.197581,40,4,67
2020-02-19T22:03:27.210288,39,4,67
2020-02-19T22:03:27.222995,40,5,69
2020-02-19T22:03:27.235680,40,5,67
2020-02-19T22:03:27.249342,39,4,67
2020-02-19T22:03:27.262079,39,5,69
2020-02-19T22:03:27.274736,38,4,67
2020-02-19T22:03:27.287429,40,4,67
2020-02-19T22:03:27.300185,41,5,67
2020-02-19T22:03:27.312891,40,5,69
2020-02-19T22:03:27.325560,40,4,67
2020-02-19T22:03:27.338260,39,4,67
2020-02-19T22:03:27.351201,40,4,69
2020-02-19T22:03:27.363905,38,5,66
2020-02-19T22:03:27.376560,41,4,69
2020-02-19T22:03:27.389343,40,6,68
2020-02-19T22:03:27.402044,38,3,67
2020-02-19T22:03:27.414737,39,5,68
2020-02-19T22:03:27.427399,38,5,69
2020-02-19T22:03:27.440112,39,5,66
2020-02-19T22:03:27.452789,39,5,67
2020-02-19T22:03:27.465407,40,5,68
2020-02-19T22:03:27.478069,39,4,68
2020-02-19T22:03:27.490729,38,5,67
2020-02-19T22:03:27.503361,39,4,66
2020-02-19T22:03:27.516048,39,4,69
2020-02-19T22:03:27.528709,40,5,67
2020-02-19T22:03:27.541549,39,5,68
2020-02-19T22:03:27.554201,40,4,68
2020-02-19T22:03:27.566903,38,6,67
2020-02-19T22:03:27.579576,41,4,68
2020-02-19T22:03:27.592269,40,4,69
2020-02-19T22:03:27.604919,40,4,67
2020-02-19T22:03:27.617594,38,4,68
2020-02-19T22:03:27.630287,39,5,67
2020-02-19T22:03:27.642989,39,4,68
2020-02-19T22:03:27.655631,40,4,67
2020-02-19T22:03:27.668307,40,4,67
2020-02-19T22:03:27.681338,40,4,67
2020-02-19T22:03:27.694031,39,4,68
2020-02-19T22:03:27.706684,38,4,67
2020-02-19T22:03:27.719396,39,4,66
2020-02-19T22:03:27.732118,40,5,67
2020-02-19T22:03:27.744811,40,4,68
2020-02-19T22:03:27.757463,40,4,66
2020-02-19T22:03:27.770171,40,4,68
2020-02-19T22:03:27.782878,41,4,67
2020-02-19T22:03:27.795571,40,5,68
2020-02-19T22:03:27.808215,40,5,67
2020-02-19T22:03:27.821009,39,5,69
2020-02-19T22:03:27.833678,40,5,67
2020-02-19T22:03:27.846390,39,5,67
2020-02-19T22:03:27.859147,40,4,68
2020-02-19T22:03:27.871849,39,5,68
2020-02-19T22:03:27.884497,39,5,67
2020-02-19T22:03:27.897196,39,4,68
2020-02-19T22:03:27.909865,39,4,68
2020-02-19T22:03:27.922554,38,4,68
2020-02-19T22:03:27.935217,40,4,67
2020-02-19T22:03:27.947941,39,6,68
2020-02-19T22:03:27.960692,39,3,68
2020-02-19T22:03:27.973383,39,4,66
2020-02-19T22:03:27.986025,39,4,68
2020-02-19T22:03:27.998735,40,4,67
2020-02-19T22:03:28.011629,39,5,67
2020-02-19T22:03:28.024285,40,6,68
2020-02-19T22:03:28.036928,40,5,66
2020-02-19T22:03:28.049658,40,5,67
2020-02-19T22:03:28.062367,38,5,66
2020-02-19T22:03:28.075075,39,5,67
2020-02-19T22:03:28.087682,38,5,66
2020-02-19T22:03:28.100356,40,5,67
2020-02-19T22:03:28.113075,40,4,66
2020-02-19T22:03:28.125756,40,5,67
2020-02-19T22:03:28.138429,40,5,68
2020-02-19T22:03:28.151270,39,5,67
2020-02-19T22:03:28.163926,39,5,68
2020-02-19T22:03:28.176622,40,5,68
2020-02-19T22:03:28.189296,41,4,67
2020-02-19T22:03:28.201978,40,4,67
2020-02-19T22:03:28.214650,39,6,67
2020-02-19T22:03:28.227352,39,5,68
2020-02-19T22:03:28.240038,41,4,66
2020-02-19T22:03:28.252720,40,3,67
2020-02-19T22:03:28.265331,40,5,67
2020-02-19T22:03:28.277988,39,3,67
2020-02-19T22:03:28.290717,40,4,67
2020-02-19T22:03:28.303330,40,4,67
2020-02-19T22:03:28.315990,39,4,67
2020-02-19T22:03:28.328697,40,4,68
2020-02-19T22:03:28.342507,38,4,67
2020-02-19T22:03:28.355225,39,5,68
2020-02-19T22:03:28.367879,40,5,68
2020-02-19T22:03:28.380800,40,4,68
2020-02-19T22:03:28.393514,38,5,68
2020-02-19T22:03:28.406200,40,4,66
2020-02-19T22:03:28.418852,39,4,68
2020-02-19T22:03:28.431685,40,5,67
2020-02-19T22:03:28.444355,39,5,67
2020-02-19T22:03:28.457053,39,4,67
2020-02-19T22:03:28.469708,40,4,67
2020-02-19T22:03:28.482410,40,5,67
2020-02-19T22:03:28.495073,39,5,67
2020-02-19T22:03:28.507766,40,5,66
2020-02-19T22:03:28.520411,40,3,68
2020-02-19T22:03:28.533124,40,5,67
2020-02-19T22:03:28.545794,39,4,67
2020-02-19T22:03:28.558483,38,5,65
2020-02-19T22:03:28.571451,38,4,67
2020-02-19T22:03:28.584160,40,4,68
2020-02-19T22:03:28.596824,40,5,66
2020-02-19T22:03:28.609535,40,4,68
2020-02-19T22:03:28.622235,40,4,68
2020-02-19T22:03:28.635019,40,4,66
2020-02-19T22:03:28.647694,40,7,67
2020-02-19T22:03:28.660415,40,4,67
2020-02-19T22:03:28.673121,39,6,67
2020-02-19T22:03:28.685798,40,6,68
2020-02-19T22:03:28.698459,39,4,68
2020-02-19T22:03:28.711292,39,4,66
2020-02-19T22:03:28.723953,40,5,68
2020-02-19T22:03:28.736661,39,3,66
2020-02-19T22:03:28.749350,41,4,67
2020-02-19T22:03:28.762054,40,5,68
2020-02-19T22:03:28.774697,39,4,67
2020-02-19T22:03:28.787387,39,5,68
2020-02-19T22:03:28.800060,39,5,66
2020-02-19T22:03:28.812758,38,4,68
2020-02-19T22:03:28.825412,40,5,66
2020-02-19T22:03:28.838104,39,4,69
2020-02-19T22:03:28.850798,40,4,66
2020-02-19T22:03:28.863590,40,5,68
2020-02-19T22:03:28.876244,40,6,68
2020-02-19T22:03:28.888940,40,6,66
2020-02-19T22:03:28.901880,40,6,67
2020-02-19T22:03:28.914556,41,4,70
2020-02-19T22:03:28.927195,38,4,68
2020-02-19T22:03:28.939877,39,6,69
2020-02-19T22:03:28.952581,40,4,68
2020-02-19T22:03:28.965272,39,5,67
2020-02-19T22:03:28.977937,39,4,67
2020-02-19T22:03:28.990845,40,4,68
2020-02-19T22:03:29.003534,39,5,67
2020-02-19T22:03:29.016223,40,5,66
2020-02-19T22:03:29.028878,40,4,68
2020-02-19T22:03:29.041713,39,4,68
2020-02-19T22:03:29.054559,41,4,67
2020-02-19T22:03:29.068726,39,5,67
2020-02-19T22:03:29.081740,38,4,68
2020-02-19T22:03:29.094377,39,6,67
2020-02-19T22:03:29.107041,41,4,67
2020-02-19T22:03:29.119737,39,3,68
2020-02-19T22:03:29.132440,39,3,68
2020-02-19T22:03:29.145080,39,4,67
2020-02-19T22:03:29.157743,40,4,66
2020-02-19T22:03:29.170472,39,5,67
2020-02-19T22:03:29.183179,39,4,66
2020-02-19T22:03:29.195870,39,5,68
2020-02-19T22:03:29.208483,39,5,67
2020-02-19T22:03:29.221483,39,5,67
2020-02-19T22:03:29.234242,40,4,67
2020-02-19T22:03:29.246969,38,4,68
2020-02-19T22:03:29.259629,38,5,68
2020-02-19T22:03:29.272262,39,4,68
2020-02-19T22:03:29.284919,40,4,67
2020-02-19T22:03:29.297620,40,4,67
2020-02-19T22:03:29.310299,40,4,67
2020-02-19T22:03:29.323001,41,5,67
2020-02-19T22:03:29.335654,39,5,67
2020-02-19T22:03:29.348359,38,4,67
2020-02-19T22:03:29.361394,39,6,69
2020-02-19T22:03:29.374084,39,5,69
2020-02-19T22:03:29.386720,38,5,68
2020-02-19T22:03:29.399449,38,3,66
2020-02-19T22:03:29.412155,40,5,68
2020-02-19T22:03:29.424838,40,4,67
2020-02-19T22:03:29.443182,39,4,67
2020-02-19T22:03:29.455878,40,3,69
2020-02-19T22:03:29.468587,39,4,67
2020-02-19T22:03:29.481577,39,3,67
2020-02-19T22:03:29.494270,40,4,67
2020-02-19T22:03:29.506935,40,4,66
2020-02-19T22:03:29.519619,39,4,67
2020-02-19T22:03:29.532299,39,4,68
2020-02-19T22:03:29.545007,39,4,68
2020-02-19T22:03:29.557633,40,4,68
2020-02-19T22:03:29.570294,39,4,68
2020-02-19T22:03:29.583011,39,5,68
2020-02-19T22:03:29.595694,39,4,67
2020-02-19T22:03:29.608344,39,4,67
2020-02-19T22:03:29.621165,40,5,69
2020-02-19T22:03:29.633803,40,5,66
2020-02-19T22:03:29.646466,41,5,66
2020-02-19T22:03:29.659201,39,4,69
2020-02-19T22:03:29.671886,40,4,67
2020-02-19T22:03:29.684558,40,2,67
2020-02-19T22:03:29.697247,40,5,68
2020-02-19T22:03:29.709908,40,5,69
2020-02-19T22:03:29.722587,40,5,68
2020-02-19T22:03:29.735251,40,4,68
2020-02-19T22:03:29.747965,38,5,67
2020-02-19T22:03:29.760688,39,4,67
2020-02-19T22:03:29.773317,39,5,68
2020-02-19T22:03:29.785989,38,5,66
2020-02-19T22:03:29.798682,39,5,68
2020-02-19T22:03:29.811653,39,5,68
2020-02-19T22:03:29.824342,38,5,67
2020-02-19T22:03:29.836997,40,5,68
2020-02-19T22:03:29.849707,39,4,69
2020-02-19T22:03:29.862373,38,4,67
2020-02-19T22:03:29.875056,40,5,67
2020-02-19T22:03:29.887782,40,5,67
2020-02-19T22:03:29.900514,39,5,68
2020-02-19T22:03:29.913221,40,4,67
2020-02-19T22:03:29.925908,40,5,67
2020-02-19T22:03:29.938550,40,5,69
2020-02-19T22:03:29.951417,40,5,67
2020-02-19T22:03:29.964034,39,5,66
2020-02-19T22:03:29.976660,40,4,68
2020-02-19T22:03:29.989572,41,6,68
2020-02-19T22:03:30.002284,40,5,68
2020-02-19T22:03:30.014924,41,5,68
2020-02-19T22:03:30.027578,40,4,67
2020-02-19T22:03:30.040248,39,5,67
2020-02-19T22:03:30.052943,39,4,67
2020-02-19T22:03:30.065607,39,6,66
2020-02-19T22:03:30.078290,39,4,67
2020-02-19T22:03:30.091235,38,5,66
2020-02-19T22:03:30.104022,40,5,67
2020-02-19T22:03:30.116685,40,4,67
2020-02-19T22:03:30.129392,40,4,67
2020-02-19T22:03:30.142115,39,4,67
2020-02-19T22:03:30.154797,40,4,68
2020-02-19T22:03:30.167453,40,4,68
2020-02-19T22:03:30.180142,39,5,68
2020-02-19T22:03:30.192800,39,4,69
2020-02-19T22:03:30.205483,39,4,68
2020-02-19T22:03:30.218136,40,5,67
2020-02-19T22:03:30.230798,40,5,67
2020-02-19T22:03:30.243449,40,4,67
2020-02-19T22:03:30.256135,41,5,67
2020-02-19T22:03:30.268779,40,5,67
2020-02-19T22:03:30.281611,38,6,67
2020-02-19T22:03:30.294260,39,4,67
2020-02-19T22:03:30.306945,39,5,67
2020-02-19T22:03:30.319621,38,5,67
2020-02-19T22:03:30.332323,40,4,68
2020-02-19T22:03:30.344982,40,5,67
2020-02-19T22:03:30.357686,40,4,66
2020-02-19T22:03:30.370343,39,4,68
2020-02-19T22:03:30.383036,39,4,67
2020-02-19T22:03:30.395651,40,4,67
2020-02-19T22:03:30.408310,40,3,67
2020-02-19T22:03:30.421267,40,4,68
2020-02-19T22:03:30.433961,40,5,68
2020-02-19T22:03:30.446624,40,6,67
2020-02-19T22:03:30.459352,39,4,67
2020-02-19T22:03:30.472032,40,3,66
2020-02-19T22:03:30.484723,40,5,67
2020-02-19T22:03:30.497382,40,5,66
2020-02-19T22:03:30.510071,39,3,66
2020-02-19T22:03:30.522718,40,4,68
2020-02-19T22:03:30.536251,40,3,66
2020-02-19T22:03:30.549156,40,5,67
2020-02-19T22:03:30.561866,37,3,66
2020-02-19T22:03:30.574529,39,5,68
2020-02-19T22:03:30.587205,39,4,67
2020-02-19T22:03:30.599891,40,4,66
2020-02-19T22:03:30.612522,39,4,67
2020-02-19T22:03:30.625177,41,3,67
2020-02-19T22:03:30.637863,38,5,69
2020-02-19T22:03:30.650542,42,3,68
2020-02-19T22:03:30.663237,39,7,67
2020-02-19T22:03:30.675884,41,6,68
2020-02-19T22:03:30.688559,40,2,67
2020-02-19T22:03:30.701551,40,2,68
2020-02-19T22:03:30.714251,39,5,66
2020-02-19T22:03:30.726891,39,6,66
2020-02-19T22:03:30.739594,39,4,67
2020-02-19T22:03:30.752308,40,3,69
2020-02-19T22:03:30.765599,38,4,67
2020-02-19T22:03:30.778270,39,8,66
2020-02-19T22:03:30.791167,39,4,68
2020-02-19T22:03:30.803804,39,4,66
2020-02-19T22:03:30.816443,39,6,68
2020-02-19T22:03:30.829284,38,5,66
2020-02-19T22:03:30.842020,40,3,67
2020-02-19T22:03:30.854696,39,4,67
2020-02-19T22:03:30.867347,40,4,67
2020-02-19T22:03:30.880064,39,2,69
2020-02-19T22:03:30.892764,40,4,69
2020-02-19T22:03:30.905432,39,4,67
2020-02-19T22:03:30.918094,39,4,65
2020-02-19T22:03:30.930782,40,5,69
2020-02-19T22:03:30.943442,39,5,68
2020-02-19T22:03:30.956121,41,5,68
2020-02-19T22:03:30.968766,40,4,66
2020-02-19T22:03:30.981587,38,4,69
2020-02-19T22:03:30.994239,40,4,69
2020-02-19T22:03:31.006921,40,2,69
2020-02-19T22:03:31.019548,39,5,68
2020-02-19T22:03:31.032185,39,6,66
2020-02-19T22:03:31.044821,40,6,67
2020-02-19T22:03:31.057449,39,6,64
2020-02-19T22:03:31.070244,38,7,67
2020-02-19T22:03:31.082923,38,4,68
2020-02-19T22:03:31.095613,41,3,69
2020-02-19T22:03:31.108267,40,5,67
2020-02-19T22:03:31.121073,39,4,66
2020-02-19T22:03:31.133730,39,4,68
2020-02-19T22:03:31.146423,37,4,67
2020-02-19T22:03:31.159167,39,5,68
2020-02-19T22:03:31.171857,38,5,70
2020-02-19T22:03:31.184516,40,3,68
2020-02-19T22:03:31.197202,40,5,68
2020-02-19T22:03:31.209870,38,5,66
2020-02-19T22:03:31.222545,39,4,66
2020-02-19T22:03:31.235180,38,3,67
2020-02-19T22:03:31.247840,40,3,68
2020-02-19T22:03:31.260493,41,5,71
2020-02-19T22:03:31.273135,39,5,68
2020-02-19T22:03:31.285797,41,4,66
2020-02-19T22:03:31.298510,41,3,67
2020-02-19T22:03:31.311484,41,4,68
2020-02-19T22:03:31.324157,39,5,68
2020-02-19T22:03:31.336812,38,5,67
2020-02-19T22:03:31.349535,39,4,67
2020-02-19T22:03:31.362267,40,3,67
2020-02-19T22:03:31.374952,40,5,66
2020-02-19T22:03:31.387599,41,4,67
2020-02-19T22:03:31.400317,38,4,68
2020-02-19T22:03:31.413015,41,6,68
2020-02-19T22:03:31.425697,39,5,66
2020-02-19T22:03:31.438332,38,5,67
2020-02-19T22:03:31.451122,41,4,67
2020-02-19T22:03:31.463787,41,3,66
2020-02-19T22:03:31.476476,39,5,67
2020-02-19T22:03:31.489199,40,4,68
2020-02-19T22:03:31.501915,41,5,68
2020-02-19T22:03:31.514555,41,5,68
2020-02-19T22:03:31.527203,39,4,67
2020-02-19T22:03:31.539866,41,4,66
2020-02-19T22:03:31.552571,41,6,66
2020-02-19T22:03:31.565234,40,5,68
2020-02-19T22:03:31.577914,40,4,68
2020-02-19T22:03:31.590552,39,4,68
2020-02-19T22:03:31.603248,38,6,66
2020-02-19T22:03:31.615912,39,3,66
2020-02-19T22:03:31.629452,39,4,65
2020-02-19T22:03:31.642198,40,4,67
2020-02-19T22:03:31.654890,40,4,70
2020-02-19T22:03:31.667560,39,6,69
2020-02-19T22:03:31.680270,39,6,67
2020-02-19T22:03:31.692982,40,3,67
2020-02-19T22:03:31.705652,40,4,66
2020-02-19T22:03:31.718302,39,5,66
2020-02-19T22:03:31.731147,40,5,68
2020-02-19T22:03:31.743824,38,5,70
2020-02-19T22:03:31.756514,39,4,68
2020-02-19T22:03:31.769233,39,6,66
2020-02-19T22:03:31.781925,41,6,65
2020-02-19T22:03:31.794576,41,3,65
2020-02-19T22:03:31.807257,40,4,67
2020-02-19T22:03:31.819932,39,2,68
2020-02-19T22:03:31.832619,40,5,70
2020-02-19T22:03:31.845277,38,5,70
2020-02-19T22:03:31.857962,39,5,67
2020-02-19T22:03:31.870824,39,3,66
2020-02-19T22:03:31.883531,39,5,67
2020-02-19T22:03:31.896183,40,5,70
2020-02-19T22:03:31.908875,38,5,68
2020-02-19T22:03:31.921812,39,3,70
2020-02-19T22:03:31.934511,40,3,69
2020-02-19T22:03:31.947172,40,4,67
2020-02-19T22:03:31.959981,39,4,66
2020-02-19T22:03:31.972674,39,4,68
2020-02-19T22:03:31.985367,40,4,69
2020-02-19T22:03:31.998018,40,3,70
2020-02-19T22:03:32.010861,40,4,67
2020-02-19T22:03:32.023518,39,5,66
2020-02-19T22:03:32.036211,40,6,67
2020-02-19T22:03:32.048879,39,4,68
2020-02-19T22:03:32.061682,40,4,67
2020-02-19T22:03:32.074290,40,6,69
2020-02-19T22:03:32.086917,40,3,67
2020-02-19T22:03:32.099642,42,5,67
2020-02-19T22:03:32.112339,41,6,65
2020-02-19T22:03:32.124988,40,4,66
2020-02-19T22:03:32.137687,40,3,69
2020-02-19T22:03:32.150374,39,4,69
2020-02-19T22:03:32.163071,39,6,68
2020-02-19T22:03:32.175743,38,5,68
2020-02-19T22:03:32.188453,39,3,67
2020-02-19T22:03:32.201439,40,4,65
2020-02-19T22:03:32.214137,39,5,67
2020-02-19T22:03:32.226785,40,5,68
2020-02-19T22:03:32.239482,39,3,67
2020-02-19T22:03:32.252201,38,6,68
2020-02-19T22:03:32.264895,40,6,67
2020-02-19T22:03:32.277550,41,5,67
2020-02-19T22:03:32.290250,38,5,67
2020-02-19T22:03:32.302969,40,5,66
2020-02-19T22:03:32.315653,39,4,67
2020-02-19T22:03:32.328309,40,5,69
2020-02-19T22:03:32.341124,39,5,68
2020-02-19T22:03:32.353790,38,4,67
2020-02-19T22:03:32.366507,40,6,67
2020-02-19T22:03:32.379229,39,6,66
2020-02-19T22:03:32.391912,41,4,67
2020-02-19T22:03:32.404574,40,3,70
2020-02-19T22:03:32.417273,40,5,68
2020-02-19T22:03:32.429937,39,6,69
2020-02-19T22:03:32.442629,38,5,68
2020-02-19T22:03:32.455322,40,4,67
2020-02-19T22:03:32.468031,40,5,66
2020-02-19T22:03:32.480761,38,4,68
2020-02-19T22:03:32.493448,39,5,68
2020-02-19T22:03:32.506095,40,5,67
2020-02-19T22:03:32.518794,40,4,67
2020-02-19T22:03:32.531765,40,3,65
2020-02-19T22:03:32.544449,38,4,66
2020-02-19T22:03:32.557098,39,7,67
2020-02-19T22:03:32.569826,39,4,69
2020-02-19T22:03:32.582533,40,4,70
2020-02-19T22:03:32.595224,40,4,67
2020-02-19T22:03:32.607864,39,4,66
2020-02-19T22:03:32.620594,40,6,65
2020-02-19T22:03:32.633311,39,5,68
2020-02-19T22:03:32.645991,38,4,69
2020-02-19T22:03:32.658647,40,4,71
2020-02-19T22:03:32.671491,39,5,69
2020-02-19T22:03:32.684157,40,6,67
2020-02-19T22:03:32.696838,38,4,66
2020-02-19T22:03:32.709480,39,4,66
2020-02-19T22:03:32.722995,39,6,67
2020-02-19T22:03:32.735679,39,3,69
2020-02-19T22:03:32.748385,40,5,69
2020-02-19T22:03:32.761367,39,4,69
2020-02-19T22:03:32.774000,40,3,66
2020-02-19T22:03:32.786665,39,5,67
2020-02-19T22:03:32.799396,39,3,67
2020-02-19T22:03:32.812095,42,4,67
2020-02-19T22:03:32.824764,38,3,69
2020-02-19T22:03:32.837512,40,3,68
2020-02-19T22:03:32.850248,40,5,67
2020-02-19T22:03:32.862957,40,3,66
2020-02-19T22:03:32.875635,40,3,66
2020-02-19T22:03:32.888289,39,5,68
2020-02-19T22:03:32.901139,38,6,70
2020-02-19T22:03:32.913773,40,5,69
2020-02-19T22:03:32.926434,40,4,67
2020-02-19T22:03:32.939182,40,3,66
2020-02-19T22:03:32.951895,40,4,66
2020-02-19T22:03:32.964564,39,6,65
2020-02-19T22:03:32.977261,38,6,67
2020-02-19T22:03:32.989910,40,3,68
2020-02-19T22:03:33.002599,41,4,69
2020-02-19T22:03:33.015227,40,5,66
2020-02-19T22:03:33.027881,40,6,66
2020-02-19T22:03:33.040502,39,5,66
2020-02-19T22:03:33.053141,40,5,65
2020-02-19T22:03:33.065814,40,5,68
2020-02-19T22:03:33.078504,38,4,69
2020-02-19T22:03:33.091447,39,3,68
2020-02-19T22:03:33.104151,40,5,67
